orderid;custid;empid;orderdate;requireddate;shippeddate;shipperid;freight;shipname;shipaddress;shipcity;shipregion;shippostalcode;shipcountry
10964;74;3;2008-03-20 00:00:00.000;2008-04-17 00:00:00.000;2008-03-24 00:00:00.000;2;87,38;Ship to 74-B;4567, rue Lauriston;Paris;NULL;10313;France
10965;55;6;2008-03-20 00:00:00.000;2008-04-17 00:00:00.000;2008-03-30 00:00:00.000;3;144,38;Ship to 55-B;8901 Bering St.;Anchorage;AK;10256;USA
10966;14;4;2008-03-20 00:00:00.000;2008-04-17 00:00:00.000;2008-04-08 00:00:00.000;1;27,19;Destination NRTZZ;Hauptstr. 0123;Bern;NULL;10138;Switzerland
10967;79;2;2008-03-23 00:00:00.000;2008-04-20 00:00:00.000;2008-04-02 00:00:00.000;2;62,22;Ship to 79-B;Luisenstr. 8901;Münster;NULL;10327;Germany
10968;20;1;2008-03-23 00:00:00.000;2008-04-20 00:00:00.000;2008-04-01 00:00:00.000;3;74,60;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10969;15;1;2008-03-23 00:00:00.000;2008-04-20 00:00:00.000;2008-03-30 00:00:00.000;2;0,21;Destination EVHYA;Av. dos Lusíadas, 3456;Sao Paulo;SP;10141;Brazil
10970;8;9;2008-03-24 00:00:00.000;2008-04-07 00:00:00.000;2008-04-24 00:00:00.000;1;16,16;Ship to 8-C;C/ Araquil, 1234;Madrid;NULL;10360;Spain
10971;26;2;2008-03-24 00:00:00.000;2008-04-21 00:00:00.000;2008-04-02 00:00:00.000;2;121,82;Destination XBVKN;3456, rue Royale;Nantes;NULL;10171;France
10972;40;4;2008-03-24 00:00:00.000;2008-04-21 00:00:00.000;2008-03-26 00:00:00.000;2;0,02;Destination MVTWX;5678, avenue de l'Europe;Versailles;NULL;10213;France
10973;40;6;2008-03-24 00:00:00.000;2008-04-21 00:00:00.000;2008-03-27 00:00:00.000;2;15,17;Destination WWJLO;6789, avenue de l'Europe;Versailles;NULL;10214;France
10974;75;3;2008-03-25 00:00:00.000;2008-04-08 00:00:00.000;2008-04-03 00:00:00.000;3;12,96;Ship to 75-B;P.O. Box 6789;Lander;WY;10315;USA
10975;10;1;2008-03-25 00:00:00.000;2008-04-22 00:00:00.000;2008-03-27 00:00:00.000;3;32,27;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10976;35;1;2008-03-25 00:00:00.000;2008-05-06 00:00:00.000;2008-04-03 00:00:00.000;1;37,97;Destination SXYQX;Carrera 0123 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10198;Venezuela
10977;24;8;2008-03-26 00:00:00.000;2008-04-23 00:00:00.000;2008-04-10 00:00:00.000;3;208,50;Destination NCKKO;Åkergatan 7890;Bräcke;NULL;10165;Sweden
10978;50;9;2008-03-26 00:00:00.000;2008-04-23 00:00:00.000;2008-04-23 00:00:00.000;2;32,82;Ship to 50-A;Rue Joseph-Bens 3456;Bruxelles;NULL;10241;Belgium
10979;20;8;2008-03-26 00:00:00.000;2008-04-23 00:00:00.000;2008-03-31 00:00:00.000;2;353,07;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10980;24;4;2008-03-27 00:00:00.000;2008-05-08 00:00:00.000;2008-04-17 00:00:00.000;1;1,26;Destination YCMPK;Åkergatan 8901;Bräcke;NULL;10166;Sweden
10981;34;1;2008-03-27 00:00:00.000;2008-04-24 00:00:00.000;2008-04-02 00:00:00.000;2;193,37;Destination JPAIY;Rua do Paço, 8901;Rio de Janeiro;RJ;10196;Brazil
10982;10;2;2008-03-27 00:00:00.000;2008-04-24 00:00:00.000;2008-04-08 00:00:00.000;1;14,01;Destination XJIBQ;1234 Tsawassen Blvd.;Tsawassen;BC;10129;Canada
10983;71;2;2008-03-27 00:00:00.000;2008-04-24 00:00:00.000;2008-04-06 00:00:00.000;2;657,54;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10984;71;1;2008-03-30 00:00:00.000;2008-04-27 00:00:00.000;2008-04-03 00:00:00.000;3;211,22;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10985;37;2;2008-03-30 00:00:00.000;2008-04-27 00:00:00.000;2008-04-02 00:00:00.000;1;91,51;Destination ATSOA;4567 Johnstown Road;Cork;Co. Cork;10202;Ireland
10986;54;8;2008-03-30 00:00:00.000;2008-04-27 00:00:00.000;2008-04-21 00:00:00.000;2;217,86;Ship to 54-A;Ing. Gustavo Moncada 4567 Piso 20-A;Buenos Aires;NULL;10252;Argentina
10987;19;8;2008-03-31 00:00:00.000;2008-04-28 00:00:00.000;2008-04-06 00:00:00.000;1;185,48;Destination FRCGJ;5678 King George;London;NULL;10153;UK
10988;65;3;2008-03-31 00:00:00.000;2008-04-28 00:00:00.000;2008-04-10 00:00:00.000;2;61,14;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
10989;61;2;2008-03-31 00:00:00.000;2008-04-28 00:00:00.000;2008-04-02 00:00:00.000;1;34,76;Ship to 61-A;Rua da Panificadora, 5678;Rio de Janeiro;RJ;10273;Brazil
10990;20;2;2008-04-01 00:00:00.000;2008-05-13 00:00:00.000;2008-04-07 00:00:00.000;3;117,61;Destination RVDMF;Kirchgasse 9012;Graz;NULL;10157;Austria
10991;63;1;2008-04-01 00:00:00.000;2008-04-29 00:00:00.000;2008-04-07 00:00:00.000;1;38,51;Ship to 63-A;Taucherstraße 1234;Cunewalde;NULL;10279;Germany
10992;77;1;2008-04-01 00:00:00.000;2008-04-29 00:00:00.000;2008-04-03 00:00:00.000;3;4,27;Ship to 77-C;3456 Jefferson Way Suite 2;Portland;OR;10322;USA
10993;24;7;2008-04-01 00:00:00.000;2008-04-29 00:00:00.000;2008-04-10 00:00:00.000;3;8,81;Destination NCKKO;Åkergatan 7890;Bräcke;NULL;10165;Sweden
10994;83;2;2008-04-02 00:00:00.000;2008-04-16 00:00:00.000;2008-04-09 00:00:00.000;3;65,53;Ship to 83-C;Smagsloget 2345;Århus;NULL;10341;Denmark
10995;58;1;2008-04-02 00:00:00.000;2008-04-30 00:00:00.000;2008-04-06 00:00:00.000;3;46,00;Ship to 58-B;Calle Dr. Jorge Cash 4567;México D.F.;NULL;10262;Mexico
10996;63;4;2008-04-02 00:00:00.000;2008-04-30 00:00:00.000;2008-04-10 00:00:00.000;2;1,12;Ship to 63-C;Taucherstraße 3456;Cunewalde;NULL;10281;Germany
10997;46;8;2008-04-03 00:00:00.000;2008-05-15 00:00:00.000;2008-04-13 00:00:00.000;2;73,91;Ship to 46-A;Carrera 0123 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10227;Venezuela
10998;91;8;2008-04-03 00:00:00.000;2008-04-17 00:00:00.000;2008-04-17 00:00:00.000;2;20,31;Ship to 91-A;ul. Filtrowa 5678;Warszawa;NULL;10364;Poland
10999;56;6;2008-04-03 00:00:00.000;2008-05-01 00:00:00.000;2008-04-10 00:00:00.000;2;96,35;Ship to 56-B;Mehrheimerstr. 1234;Köln;NULL;10259;Germany
11000;65;2;2008-04-06 00:00:00.000;2008-05-04 00:00:00.000;2008-04-14 00:00:00.000;3;55,12;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
11001;24;2;2008-04-06 00:00:00.000;2008-05-04 00:00:00.000;2008-04-14 00:00:00.000;2;197,30;Destination YCMPK;Åkergatan 8901;Bräcke;NULL;10166;Sweden
11002;71;4;2008-04-06 00:00:00.000;2008-05-04 00:00:00.000;2008-04-16 00:00:00.000;1;141,16;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
11003;78;3;2008-04-06 00:00:00.000;2008-05-04 00:00:00.000;2008-04-08 00:00:00.000;3;14,91;Ship to 78-B;5678 Grizzly Peak Rd.;Butte;MT;10324;USA
11004;50;3;2008-04-07 00:00:00.000;2008-05-05 00:00:00.000;2008-04-20 00:00:00.000;1;44,84;Ship to 50-C;Rue Joseph-Bens 5678;Bruxelles;NULL;10243;Belgium
11005;90;2;2008-04-07 00:00:00.000;2008-05-05 00:00:00.000;2008-04-10 00:00:00.000;1;0,75;Ship to 90-A;Keskuskatu 2345;Helsinki;NULL;10361;Finland
11006;32;3;2008-04-07 00:00:00.000;2008-05-05 00:00:00.000;2008-04-15 00:00:00.000;2;25,19;Destination LLUXZ;1234 Baker Blvd.;Eugene;OR;10189;USA
11007;60;8;2008-04-08 00:00:00.000;2008-05-06 00:00:00.000;2008-04-13 00:00:00.000;2;202,24;Ship to 60-C;Estrada da saúde n. 4567;Lisboa;NULL;10272;Portugal
11008;20;7;2008-04-08 00:00:00.000;2008-05-06 00:00:00.000;NULL;3;79,46;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
11009;30;2;2008-04-08 00:00:00.000;2008-05-06 00:00:00.000;2008-04-10 00:00:00.000;1;59,11;Destination WVLDH;C/ Romero, 7890;Sevilla;NULL;10185;Spain
11010;66;2;2008-04-09 00:00:00.000;2008-05-07 00:00:00.000;2008-04-21 00:00:00.000;2;28,71;Ship to 66-A;Strada Provinciale 0123;Reggio Emilia;NULL;10288;Italy
11011;1;3;2008-04-09 00:00:00.000;2008-05-07 00:00:00.000;2008-04-13 00:00:00.000;1;1,21;Destination LOUIE;Obere Str. 6789;Berlin;NULL;10154;Germany
11012;25;1;2008-04-09 00:00:00.000;2008-04-23 00:00:00.000;2008-04-17 00:00:00.000;3;242,95;Destination WEGWI;Berliner Platz 2345;München;NULL;10170;Germany
11013;69;2;2008-04-09 00:00:00.000;2008-05-07 00:00:00.000;2008-04-10 00:00:00.000;1;32,99;Ship to 69-A;Gran Vía, 9012;Madrid;NULL;10297;Spain
11014;47;2;2008-04-10 00:00:00.000;2008-05-08 00:00:00.000;2008-04-15 00:00:00.000;3;23,60;Ship to 47-A;Ave. 5 de Mayo Porlamar 3456;I. de Margarita;Nueva Esparta;10230;Venezuela
11015;70;2;2008-04-10 00:00:00.000;2008-04-24 00:00:00.000;2008-04-20 00:00:00.000;2;4,62;Ship to 70-C;Erling Skakkes gate 6789;Stavern;NULL;10304;Norway
11016;4;9;2008-04-10 00:00:00.000;2008-05-08 00:00:00.000;2008-04-13 00:00:00.000;2;33,80;Ship to 4-A;Brook Farm Stratford St. Mary 0123;Colchester;Essex;10238;UK
11017;20;9;2008-04-13 00:00:00.000;2008-05-11 00:00:00.000;2008-04-20 00:00:00.000;2;754,26;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
11018;48;4;2008-04-13 00:00:00.000;2008-05-11 00:00:00.000;2008-04-16 00:00:00.000;2;11,65;Ship to 48-B;6789 Chiaroscuro Rd.;Portland;OR;10233;USA
11019;64;6;2008-04-13 00:00:00.000;2008-05-11 00:00:00.000;NULL;3;3,17;Ship to 64-B;Av. del Libertador 5678;Buenos Aires;NULL;10283;Argentina
11020;56;2;2008-04-14 00:00:00.000;2008-05-12 00:00:00.000;2008-04-16 00:00:00.000;2;43,30;Ship to 56-B;Mehrheimerstr. 1234;Köln;NULL;10259;Germany
11021;63;3;2008-04-14 00:00:00.000;2008-05-12 00:00:00.000;2008-04-21 00:00:00.000;1;297,18;Ship to 63-B;Taucherstraße 2345;Cunewalde;NULL;10280;Germany
11022;34;9;2008-04-14 00:00:00.000;2008-05-12 00:00:00.000;2008-05-04 00:00:00.000;2;6,27;Destination SCQXA;Rua do Paço, 7890;Rio de Janeiro;RJ;10195;Brazil
11023;11;1;2008-04-14 00:00:00.000;2008-04-28 00:00:00.000;2008-04-24 00:00:00.000;2;123,83;Destination NZASL;Fauntleroy Circus 5678;London;NULL;10133;UK
11024;19;4;2008-04-15 00:00:00.000;2008-05-13 00:00:00.000;2008-04-20 00:00:00.000;1;74,36;Destination BBMRT;4567 King George;London;NULL;10152;UK
11025;87;6;2008-04-15 00:00:00.000;2008-05-13 00:00:00.000;2008-04-24 00:00:00.000;3;29,17;Ship to 87-C;Torikatu 3456;Oulu;NULL;10352;Finland
11026;27;4;2008-04-15 00:00:00.000;2008-05-13 00:00:00.000;2008-04-28 00:00:00.000;1;47,09;Destination DICGM;Via Monte Bianco 7890;Torino;NULL;10175;Italy
11027;10;1;2008-04-16 00:00:00.000;2008-05-14 00:00:00.000;2008-04-20 00:00:00.000;1;52,52;Destination XJIBQ;1234 Tsawassen Blvd.;Tsawassen;BC;10129;Canada
11028;39;2;2008-04-16 00:00:00.000;2008-05-14 00:00:00.000;2008-04-22 00:00:00.000;1;29,59;Destination DKMQA;Maubelstr. 0123;Brandenburg;NULL;10208;Germany
11029;14;4;2008-04-16 00:00:00.000;2008-05-14 00:00:00.000;2008-04-27 00:00:00.000;1;47,84;Destination YUJRD;Hauptstr. 1234;Bern;NULL;10139;Switzerland
11030;71;7;2008-04-17 00:00:00.000;2008-05-15 00:00:00.000;2008-04-27 00:00:00.000;2;830,75;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
11031;71;6;2008-04-17 00:00:00.000;2008-05-15 00:00:00.000;2008-04-24 00:00:00.000;2;227,22;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
11032;89;2;2008-04-17 00:00:00.000;2008-05-15 00:00:00.000;2008-04-23 00:00:00.000;3;606,19;Ship to 89-B;8901 - 12th Ave. S.;Seattle;WA;10357;USA
11033;68;7;2008-04-17 00:00:00.000;2008-05-15 00:00:00.000;2008-04-23 00:00:00.000;3;84,74;Ship to 68-A;Starenweg 6789;Genève;NULL;10294;Switzerland
11034;55;8;2008-04-20 00:00:00.000;2008-06-01 00:00:00.000;2008-04-27 00:00:00.000;1;40,32;Ship to 55-B;8901 Bering St.;Anchorage;AK;10256;USA
11035;76;2;2008-04-20 00:00:00.000;2008-05-18 00:00:00.000;2008-04-24 00:00:00.000;2;0,17;Ship to 76-B;Boulevard Tirou, 9012;Charleroi;NULL;10318;Belgium
11036;17;8;2008-04-20 00:00:00.000;2008-05-18 00:00:00.000;2008-04-22 00:00:00.000;3;149,47;Destination YPUYI;Walserweg 8901;Aachen;NULL;10146;Germany
11037;30;7;2008-04-21 00:00:00.000;2008-05-19 00:00:00.000;2008-04-27 00:00:00.000;1;3,20;Destination GGQIR;C/ Romero, 6789;Sevilla;NULL;10184;Spain
11038;76;1;2008-04-21 00:00:00.000;2008-05-19 00:00:00.000;2008-04-30 00:00:00.000;2;29,59;Ship to 76-A;Boulevard Tirou, 8901;Charleroi;NULL;10317;Belgium
11039;47;1;2008-04-21 00:00:00.000;2008-05-19 00:00:00.000;NULL;2;65,00;Ship to 47-C;Ave. 5 de Mayo Porlamar 5678;I. de Margarita;Nueva Esparta;10232;Venezuela
11040;32;4;2008-04-22 00:00:00.000;2008-05-20 00:00:00.000;NULL;3;18,84;Destination VYOBK;3456 Baker Blvd.;Eugene;OR;10191;USA
11041;14;3;2008-04-22 00:00:00.000;2008-05-20 00:00:00.000;2008-04-28 00:00:00.000;2;48,22;Destination YUJRD;Hauptstr. 1234;Bern;NULL;10139;Switzerland
11042;15;2;2008-04-22 00:00:00.000;2008-05-06 00:00:00.000;2008-05-01 00:00:00.000;1;29,99;Destination EVHYA;Av. dos Lusíadas, 3456;Sao Paulo;SP;10141;Brazil
11043;74;5;2008-04-22 00:00:00.000;2008-05-20 00:00:00.000;2008-04-29 00:00:00.000;2;8,80;Ship to 74-B;4567, rue Lauriston;Paris;NULL;10313;France
11044;91;4;2008-04-23 00:00:00.000;2008-05-21 00:00:00.000;2008-05-01 00:00:00.000;1;8,72;Ship to 91-B;ul. Filtrowa 6789;Warszawa;NULL;10365;Poland
11045;10;6;2008-04-23 00:00:00.000;2008-05-21 00:00:00.000;NULL;2;70,58;Destination LPHSI;3456 Tsawassen Blvd.;Tsawassen;BC;10131;Canada
11046;86;8;2008-04-23 00:00:00.000;2008-05-21 00:00:00.000;2008-04-24 00:00:00.000;2;71,64;Ship to 86-C;Adenauerallee 0123;Stuttgart;NULL;10349;Germany
11047;19;7;2008-04-24 00:00:00.000;2008-05-22 00:00:00.000;2008-05-01 00:00:00.000;3;46,62;Destination FRCGJ;5678 King George;London;NULL;10153;UK
11048;10;7;2008-04-24 00:00:00.000;2008-05-22 00:00:00.000;2008-04-30 00:00:00.000;3;24,12;Destination XJIBQ;1234 Tsawassen Blvd.;Tsawassen;BC;10129;Canada
11049;31;3;2008-04-24 00:00:00.000;2008-05-22 00:00:00.000;2008-05-04 00:00:00.000;1;8,34;Destination XOIGC;Av. Brasil, 8901;Campinas;SP;10186;Brazil
11050;24;8;2008-04-27 00:00:00.000;2008-05-25 00:00:00.000;2008-05-05 00:00:00.000;2;59,41;Destination YCMPK;Åkergatan 8901;Bräcke;NULL;10166;Sweden
11051;41;7;2008-04-27 00:00:00.000;2008-05-25 00:00:00.000;NULL;3;2,79;Destination OLJND;8901 rue Alsace-Lorraine;Toulouse;NULL;10216;France
11052;34;3;2008-04-27 00:00:00.000;2008-05-25 00:00:00.000;2008-05-01 00:00:00.000;1;67,26;Destination DPCVR;Rua do Paço, 6789;Rio de Janeiro;RJ;10194;Brazil
11053;59;2;2008-04-27 00:00:00.000;2008-05-25 00:00:00.000;2008-04-29 00:00:00.000;2;53,05;Ship to 59-A;Geislweg 6789;Salzburg;NULL;10264;Austria
11054;12;8;2008-04-28 00:00:00.000;2008-05-26 00:00:00.000;NULL;1;0,33;Destination QTHBC;Cerrito 6789;Buenos Aires;NULL;10134;Argentina
11055;35;7;2008-04-28 00:00:00.000;2008-05-26 00:00:00.000;2008-05-05 00:00:00.000;2;120,92;Destination JYDLM;Carrera1234 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10199;Venezuela
11056;19;8;2008-04-28 00:00:00.000;2008-05-12 00:00:00.000;2008-05-01 00:00:00.000;2;278,96;Destination QTKCU;3456 King George;London;NULL;10151;UK
11057;53;3;2008-04-29 00:00:00.000;2008-05-27 00:00:00.000;2008-05-01 00:00:00.000;3;4,13;Ship to 53-C;South House 3456 Queensbridge;London;NULL;10251;UK
11058;6;9;2008-04-29 00:00:00.000;2008-05-27 00:00:00.000;NULL;3;31,14;Ship to 6-A;Forsterstr. 2345;Mannheim;NULL;10300;Germany
11059;67;2;2008-04-29 00:00:00.000;2008-06-10 00:00:00.000;NULL;2;85,80;Ship to 67-A;Av. Copacabana, 3456;Rio de Janeiro;RJ;10291;Brazil
11060;27;2;2008-04-30 00:00:00.000;2008-05-28 00:00:00.000;2008-05-04 00:00:00.000;2;10,98;Destination DICGM;Via Monte Bianco 7890;Torino;NULL;10175;Italy
11061;32;4;2008-04-30 00:00:00.000;2008-06-11 00:00:00.000;NULL;3;14,01;Destination VYOBK;3456 Baker Blvd.;Eugene;OR;10191;USA
11062;66;4;2008-04-30 00:00:00.000;2008-05-28 00:00:00.000;NULL;2;29,93;Ship to 66-B;Strada Provinciale 1234;Reggio Emilia;NULL;10289;Italy
11063;37;3;2008-04-30 00:00:00.000;2008-05-28 00:00:00.000;2008-05-06 00:00:00.000;2;81,73;Destination KPVYJ;5678 Johnstown Road;Cork;Co. Cork;10203;Ireland
11064;71;1;2008-05-01 00:00:00.000;2008-05-29 00:00:00.000;2008-05-04 00:00:00.000;1;30,09;Ship to 71-C;9012 Suffolk Ln.;Boise;ID;10307;USA
11065;46;8;2008-05-01 00:00:00.000;2008-05-29 00:00:00.000;NULL;1;12,91;Ship to 46-C;Carrera 2345 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10229;Venezuela
11066;89;7;2008-05-01 00:00:00.000;2008-05-29 00:00:00.000;2008-05-04 00:00:00.000;2;44,72;Ship to 89-A;7890 - 12th Ave. S.;Seattle;WA;10356;USA
11067;17;1;2008-05-04 00:00:00.000;2008-05-18 00:00:00.000;2008-05-06 00:00:00.000;2;7,98;Destination BJCXA;Walserweg 7890;Aachen;NULL;10145;Germany
11068;62;8;2008-05-04 00:00:00.000;2008-06-01 00:00:00.000;NULL;2;81,75;Ship to 62-A;Alameda dos Canàrios, 8901;Sao Paulo;SP;10276;Brazil
11069;80;1;2008-05-04 00:00:00.000;2008-06-01 00:00:00.000;2008-05-06 00:00:00.000;2;15,67;Ship to 80-B;Avda. Azteca 4567;México D.F.;NULL;10333;Mexico
11070;44;2;2008-05-05 00:00:00.000;2008-06-02 00:00:00.000;NULL;1;136,00;Ship to 44-A;Magazinweg 4567;Frankfurt a.M.;NULL;10222;Germany
11071;46;1;2008-05-05 00:00:00.000;2008-06-02 00:00:00.000;NULL;1;0,93;Ship to 46-B;Carrera 1234 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10228;Venezuela
11072;20;4;2008-05-05 00:00:00.000;2008-06-02 00:00:00.000;NULL;2;258,64;Destination RVDMF;Kirchgasse 9012;Graz;NULL;10157;Austria
11073;58;2;2008-05-05 00:00:00.000;2008-06-02 00:00:00.000;NULL;2;24,95;Ship to 58-B;Calle Dr. Jorge Cash 4567;México D.F.;NULL;10262;Mexico
11074;73;7;2008-05-06 00:00:00.000;2008-06-03 00:00:00.000;NULL;2;18,44;Ship to 73-A;Vinbæltet 1234;Kobenhavn;NULL;10310;Denmark
11075;68;8;2008-05-06 00:00:00.000;2008-06-03 00:00:00.000;NULL;2;6,19;Ship to 68-A;Starenweg 6789;Genève;NULL;10294;Switzerland
11076;9;4;2008-05-06 00:00:00.000;2008-06-03 00:00:00.000;NULL;2;38,28;Ship to 9-A;8901, rue des Bouchers;Marseille;NULL;10367;France
11077;65;1;2008-05-06 00:00:00.000;2008-06-03 00:00:00.000;NULL;2;8,53;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
